State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,02/08/2022,18.9,13.2,16.6,17.4,27.5,1.74,-31.9,21.4,17
2500,02/08/2022,23.4,5.91,25.3,24.9,27.2,15.5,-9.71,25,22.9
3400,02/08/2022,23.1,14.3,49.4,28.1,20.1,13.3,-7.01,25.5,30.6
3600,02/08/2022,20.3,5.9,15.9,24.9,22.6,13.2,-14.5,23.3,24
4400,02/08/2022,16.6,-15.5,12.8,16,26,-35.4,-47.9,28.9,31.7
900,02/09/2022,18.3,11.2,13.3,17.6,29.2,6.93,-33.8,22.7,18
2500,02/09/2022,23,4.45,20.8,25.5,30.4,7.9,-7.49,26,21.6
3400,02/09/2022,22.1,12.2,45,28.9,22.1,15.4,-8.51,26.3,30
3600,02/09/2022,18.8,4.28,10.6,24.4,22.2,9.91,-15.8,22.7,23
4400,02/09/2022,11.3,-19.9,1.36,14,27.1,-29.1,-56.1,29.9,32.5
900,02/10/2022,15.5,8.46,6.8,15.9,25.4,3.34,-32.8,19.4,15.1
2500,02/10/2022,19.4,1.37,14.1,22.9,27.2,5.63,-15.6,23,18.9
3400,02/10/2022,20.9,9.76,43.4,29.2,23.1,13.6,-11.8,27.1,30.6
3600,02/10/2022,16.8,3.16,8.26,24.4,23.9,8.08,-21.1,23.1,22.3
4400,02/10/2022,8.3,-21.7,-7.12,11,22.6,-35.1,-54.5,27.1,31
900,02/11/2022,16,9.63,3.81,19.1,23.9,0.311,-32.3,21.3,19.5
2500,02/11/2022,19.5,4.61,8.02,26.2,26.8,9.02,-11.1,23.9,21
3400,02/11/2022,21.4,10.4,40.3,33.2,22.3,18.1,-9.66,27.8,32.9
3600,02/11/2022,17.7,4.4,4.26,27.3,24.9,12,-18.7,24.7,24.6
4400,02/11/2022,9.65,-18.6,-4.29,18,19.6,-32.7,-56.1,25.4,30.6
900,02/12/2022,19.2,13.5,2.43,25.5,27.4,5.68,-32.3,26.7,26.3
2500,02/12/2022,18.7,7.5,1.72,27.6,26.5,7.88,-12.8,23.7,20.9
3400,02/12/2022,23.5,11.7,37.9,37.4,26.3,24.2,-6.06,31.6,36.6
3600,02/12/2022,19.6,7.2,-0.386,32.6,28.7,16.2,-15.9,29,29.3
4400,02/12/2022,13.7,-12.6,-13,23.2,18.8,-29,-37.3,27.2,34.7
900,02/13/2022,18.1,11.8,3.86,22.9,25.1,10.8,-31.7,23.2,21.7
2500,02/13/2022,16.3,5.83,-0.674,24.6,24.8,5.03,-18.7,21.2,17.7
3400,02/13/2022,20.9,10.2,36.9,33.2,23.2,24,-6.01,28,32.7
3600,02/13/2022,17.7,5.11,1.17,29.7,26.4,19.3,-13.9,26.3,26.2
4400,02/13/2022,11.3,-17.8,-37.9,20.8,15.5,-4.83,-23,20.3,24.5
900,02/14/2022,17.9,13.1,4.51,22.2,24.5,15.4,-31.1,22,20
2500,02/14/2022,15.4,6.66,-3.42,24.2,20.8,-0.325,-18,19.5,18.3
3400,02/14/2022,20.6,11.7,40.3,30.4,21.3,25.8,-4.43,26.1,30.8
3600,02/14/2022,16.8,4.46,0.614,26.8,23.5,17.2,-10.8,23.8,24.1
4400,02/14/2022,8.73,-15.9,-43.7,14.6,17.5,-6.92,-25.8,18.6,19.6
900,02/15/2022,18.9,15.4,7.03,20.7,24.2,19.8,-31.3,21.6,19.4
2500,02/15/2022,16.5,7.2,-5.56,23.2,20.5,7.7,-19.1,20.8,21.4
3400,02/15/2022,20.5,13.7,40.8,27.5,19.6,25.6,-5.81,24,28.2
3600,02/15/2022,17,6.65,3.54,24.1,22,18.7,-9.66,22.2,22.3
4400,02/15/2022,9.34,-15.6,-41.6,10.4,16.7,-10.3,-27.9,15.2,13.8
900,02/16/2022,19.4,17.6,5.06,20.1,24.7,25.1,-27.9,20.9,17.6
2500,02/16/2022,17.2,5.74,-6.13,23,20.3,17.8,-21.8,20.9,21.7
3400,02/16/2022,21.1,16.1,43.3,27.2,19.4,22.4,-0.295,23.3,27.2
3600,02/16/2022,17.4,5.98,5.36,23.5,22,21,-7.65,22,22
4400,02/16/2022,12.4,-12.8,-36.1,10.5,17,-11.6,-6.46,15,13.3
900,02/17/2022,21,19.4,8.63,21.6,26.1,27.1,-29.8,22.5,19.4
2500,02/17/2022,18,4.05,-5.22,22.3,21.8,23.6,-18.6,21.1,20.8
3400,02/17/2022,21.8,16.8,44.9,26.8,19.8,23.5,0.585,22.6,25.4
3600,02/17/2022,18.8,6.4,4.81,22.6,22.7,22.1,-6.58,22,21.4
4400,02/17/2022,11.2,-12.8,-31.2,10.3,17.4,-11.5,-11.9,12.9,8.71
900,02/18/2022,25.2,23.7,17.8,22.1,31.4,42.5,-27.5,23.8,17.5
2500,02/18/2022,20.5,2.47,-5.91,22.8,21.3,36.3,-18.6,21.9,23
3400,02/18/2022,21.5,16.4,46.4,21.7,16.9,23.4,0.86,18.1,19.5
3600,02/18/2022,19.5,5.24,5.1,19,20.9,25.9,-4.12,19.7,18.6
4400,02/18/2022,12.1,-16.3,-35.1,5.02,17.7,-23.2,-10.6,12.7,7.87
900,02/19/2022,16.3,17.7,18.1,13.5,17.5,19.2,-29.3,15.1,12.9
2500,02/19/2022,18,3.77,-2.79,20.5,13.4,32.5,-13.8,18.2,23.7
3400,02/19/2022,18.7,20.3,49.6,20.2,9.34,15.7,-3.33,15.2,20.7
3600,02/19/2022,16.3,4.24,5.79,14.4,13.6,18.1,-7.36,14.8,15.8
4400,02/19/2022,4.85,-20,-33.8,2.51,12.6,-29.8,-45.3,4.54,-2.78
900,02/20/2022,17.6,22.8,19.9,17.5,16.3,15.5,-23.2,16.9,17.4
2500,02/20/2022,19,6.16,-2.53,22.5,10.3,39.9,-3.06,18,26.8
3400,02/20/2022,21.3,27.8,50.5,26,9.94,17.7,-5.39,18.6,26.7
3600,02/20/2022,17.3,6.67,2.15,16.8,13.1,20.4,-8.64,16.4,19.2
4400,02/20/2022,6.53,-17.3,-20.7,5.49,11.8,-38.2,-49.8,9.27,7.13
900,02/21/2022,27.1,35.4,24.6,26.6,26.9,37.2,-18.4,26.8,26.4
2500,02/21/2022,22.9,14.2,-0.937,33,16.2,38,-9.96,24,32.6
3400,02/21/2022,22.8,26.3,45.6,27.6,11.1,25.7,1.42,20.1,28.4
3600,02/21/2022,20.5,13.3,5.26,23.5,15.5,25.1,-7.11,20.7,25.1
4400,02/21/2022,13,-17.6,-35.2,14.8,15.1,-31.2,-18.8,20,24.7
900,02/22/2022,17.8,29.1,13.3,22.1,18.4,6.22,-23.3,21.5,23.9
2500,02/22/2022,18.3,12.4,-9.23,26.6,12.5,39.5,-6.89,20.6,29.5
3400,02/22/2022,20.9,33.8,39.5,32.5,12.3,13.4,-8.8,23.5,34
3600,02/22/2022,16,11.8,-0.478,18.5,15.5,17.4,-12.7,18.8,21.6
4400,02/22/2022,3.66,-15,-19.8,14.8,10.3,-45.8,-64.2,11,12
900,02/23/2022,17.6,31.7,13.3,23.6,17.3,-2.03,-26.6,22.5,26.7
2500,02/23/2022,18.5,18.7,-5.06,30.5,12.8,28.9,-9.88,21.2,30.6
3400,02/23/2022,19.8,33.2,31.5,34.2,11.7,13.8,-10.7,24.4,36.5
3600,02/23/2022,15.8,17.1,-3.83,20.6,14.8,12.6,-13.9,19.9,24.5
4400,02/23/2022,6.21,-13.8,-23.3,18.1,10.4,-48.7,-51.6,15.6,20.4
900,02/24/2022,18.5,33.9,9.05,25.4,21.9,-4.41,-22.6,26.1,29.5
2500,02/24/2022,21.2,27.1,-0.944,36.7,18.1,23.9,-9.66,26.2,35.3
3400,02/24/2022,20.4,35.2,25.8,36.7,12.7,13.2,-12.1,26.8,40.3
3600,02/24/2022,17.3,22.6,-0.351,25.1,16.1,10.6,-15.3,23.1,29.3
4400,02/24/2022,9.76,-10.9,-25.6,26.2,15.6,-33.3,-53.9,23.8,31.4
900,02/25/2022,15.9,32.5,0.968,23,21,-7.86,-22.2,23.7,25.6
2500,02/25/2022,17.2,25,-0.0242,36.2,14.5,13.7,-9.9,21.6,29.5
3400,02/25/2022,20.6,33.6,20.6,38.1,14.7,13.5,-12.3,28.8,42.2
3600,02/25/2022,17.2,25.7,4.82,27.8,17.5,9.05,-17.7,24.4,30.6
4400,02/25/2022,6.37,-15.4,-27.6,26.9,12.8,-40.7,-44.3,24.3,34.9
900,02/26/2022,18.6,41.8,-3.13,27.7,23.7,-7.49,-20.2,27.1,29.6
2500,02/26/2022,16.6,28.4,-1.03,38.2,17.1,5.56,-15.8,22.9,29.5
3400,02/26/2022,22,34.4,15.4,42.4,17.9,14.4,-9.12,32,45.3
3600,02/26/2022,17.7,32,7.2,32.5,18.1,5.62,-16.5,27.1,35.2
4400,02/26/2022,5.38,-10.4,-22.7,32.7,13.7,-30.8,-37.4,23.6,33
900,02/27/2022,18.1,41.6,-10.6,27.7,24.9,-8.61,-24.2,28.5,31.2
2500,02/27/2022,16.6,31.7,-1.86,41.9,19,-0.505,-18.9,24.4,30.5
3400,02/27/2022,21.3,30.3,8.13,43.3,18.9,11.5,-6.86,32.3,45.2
3600,02/27/2022,18.1,34.7,6.82,34.1,19.5,1.31,-13.2,28.2,36.1
4400,02/27/2022,6.6,-9.69,-17.7,34.1,14.8,-19.8,-35.1,25.7,35.8
900,02/28/2022,18.4,36.5,-4.97,25.4,22.5,-5.24,-23.2,25.7,28.1
2500,02/28/2022,19.1,29,7.92,42.3,20.5,2.44,-10.2,25.5,31.1
3400,02/28/2022,22.3,25.2,13.9,41.7,17.9,13.9,-3.53,31.1,43.7
3600,02/28/2022,19.3,32.4,11.8,34.2,18.2,5.76,-12,27,35
4400,02/28/2022,9.67,-12.4,-15.4,29.4,12.5,-14.2,-20.9,25.3,37
900,03/01/2022,18,32.9,-5.77,22.1,18.6,-1.52,-19.2,22.3,24.9
2500,03/01/2022,16.9,25.8,9.78,36.9,14.4,-1.52,-8.42,18.7,23.8
3400,03/01/2022,23.1,22.7,12.9,40.6,19,15.8,-0.255,30.5,41.5
3600,03/01/2022,20.1,30.8,8.5,33.2,18.5,4.92,-10.8,26.9,34.4
4400,03/01/2022,10.4,-7.5,-18.7,21.9,10.1,6.28,-12.4,22.1,33.3
900,03/02/2022,19.9,30.5,-1.41,23.3,21,2.4,-14.8,24.3,26.7
2500,03/02/2022,18.7,22.6,12.4,37.1,16.1,1.5,-1.08,19.9,24.4
3400,03/02/2022,25.4,23.4,22.8,38.9,19,16.7,-1.01,30.3,40.9
3600,03/02/2022,21.1,27.2,14,31.3,18.3,7.87,-11.6,25.5,31.9
4400,03/02/2022,9.74,-3.91,-19.6,24.6,11.6,6.88,-42.2,19.2,26.2
900,03/03/2022,18.1,29.5,2.97,19,11.2,1.6,-14.8,17.7,22.8
2500,03/03/2022,16.1,16.4,13.2,29.3,8.61,4.31,-1.33,13,18.1
3400,03/03/2022,25,23.6,30.7,36.6,15.2,17.7,2.36,26.8,37.7
3600,03/03/2022,20.2,22.8,15.7,25.3,13.6,11.1,-5.62,20.6,27
4400,03/03/2022,6.47,-21.5,-19.6,23.4,5.41,-1.32,-33.5,13,20.3
900,03/04/2022,21.7,27.2,9.9,20.7,15.8,12,-20.9,21.8,26.2
2500,03/04/2022,22,15.1,15.9,33.7,16.8,12.3,-2.78,19.9,23.6
3400,03/04/2022,24.4,20.3,37.6,34.4,15.2,16.8,2.01,25.8,35.7
3600,03/04/2022,20.8,18,16.7,22.9,15.6,10.7,-5.9,20.8,25.5
4400,03/04/2022,12.8,-16.4,-10.7,22.4,13.6,15.9,-44.4,17.7,21.5
900,03/05/2022,21.4,21.2,16.3,19.1,13.6,9.96,-18.7,20.1,25.1
2500,03/05/2022,21.9,12.2,22.9,29.9,15.6,16.8,-0.689,18.3,21.4
3400,03/05/2022,23.4,16.8,44,30.9,13.4,16.5,-1.55,23.5,33
3600,03/05/2022,21,13.7,20.9,19.4,15.7,12.6,-5.82,19.3,22.4
4400,03/05/2022,17.2,-15.9,-13.4,16.5,15.8,13.9,-37.9,21.1,26.8
900,03/06/2022,21.7,16,21.1,16.7,12.6,11.1,-18.5,18.9,23.7
2500,03/06/2022,21.2,6.38,25.9,25.8,16.1,15.2,-2.09,16.4,17.1
3400,03/06/2022,23,13.4,52.6,26.2,12,16.9,-1.26,20.8,29
3600,03/06/2022,21.1,9.67,25.1,15.2,15.2,13.7,-4.55,17,18.6
4400,03/06/2022,16,-16.5,-34.5,13.9,16,12.3,-26.2,16,16.4
900,03/07/2022,21.7,18,18.5,18.2,13.6,8.94,-19.5,20,25
2500,03/07/2022,19.9,7.82,24.3,24.6,14.5,13.4,-4.92,14.4,14.6
3400,03/07/2022,23.1,14.9,50.4,27.1,12.1,16.4,-0.537,21.6,30.5
3600,03/07/2022,21.5,9.98,22.3,15.5,15.9,13.2,-1.7,17.7,19.2
4400,03/07/2022,15.4,-17.7,-39.2,13.6,16.4,25.7,-26,15.1,13.8
900,03/08/2022,21.7,18,18.6,19.1,16.6,10.3,-20.3,21.3,25.1
2500,03/08/2022,21.9,6.96,26.9,27.7,20.7,15.1,1.22,19.7,18.8
3400,03/08/2022,23.5,15.2,56.4,27.5,12.5,14.5,-1.16,21.9,30.7
3600,03/08/2022,22.4,10.8,24.8,16.7,16.5,14.9,-1.04,18.6,20.2
4400,03/08/2022,15.9,-18.1,-48.9,13.9,21.3,20.7,-31.1,15,9.01
900,03/09/2022,19.2,17.9,16.4,14.8,12.7,9.08,-18.1,16.3,19.3
2500,03/09/2022,19.2,5.6,22.4,20.4,16.1,19.8,3.73,14.8,13.6
3400,03/09/2022,21.4,14.7,52.7,25.8,11.7,13.5,0.327,20.2,28
3600,03/09/2022,21.2,9.64,20.3,15.2,16,16.2,1.15,17.7,19.1
4400,03/09/2022,11,-20.9,-43,4.86,17.3,27.4,-8.12,11.1,5.19
900,03/10/2022,22.6,18.2,19.9,19.9,20.7,12.2,-18.3,22.4,23.9
2500,03/10/2022,20.7,7.64,14.4,23.8,19,19.2,2.55,18.4,18
3400,03/10/2022,22.5,15.1,51.5,27.8,15.6,13.4,0.396,23.3,30.2
3600,03/10/2022,22.2,10.8,19.8,18.6,20,16.1,0.414,21.1,21.8
4400,03/10/2022,13,-6.77,-49.4,5.18,22.4,34.5,-13.8,14.5,7.47
900,03/11/2022,24.1,21.5,17.2,21.2,24,7.47,-5.63,24.3,24.8
2500,03/11/2022,19.4,9.79,8.38,21,17.4,19,5.25,17.2,17.2
3400,03/11/2022,23.5,17.7,48.3,29.3,17.9,13.9,1.53,24.3,30.2
3600,03/11/2022,23.1,12.3,16.1,21.5,22.2,17.4,3.39,23.3,24.1
4400,03/11/2022,9.92,-9.69,-49.5,10.4,21,9.97,-10.8,16.9,13.2
900,03/12/2022,24,22.2,16.4,18.2,25.1,11.2,-8.14,23.7,22.7
2500,03/12/2022,19.5,9.41,0.342,20.8,17.5,19.3,3.28,17.1,16.9
3400,03/12/2022,22.3,16.7,45.2,25.9,16.6,14.9,6.61,21.3,25.7
3600,03/12/2022,22,11.6,11.5,20.8,20.6,18.4,4.02,21.7,22.6
4400,03/12/2022,8.07,-11.8,-47.2,13.1,20.2,19.1,-13.1,19.3,18.4
900,03/13/2022,25.7,24.4,18.7,21,28.9,14.4,-4.14,25.8,23.7
2500,03/13/2022,20.4,10.6,-0.648,20.8,17.3,24.3,5.26,18.3,19.6
3400,03/13/2022,22.7,18,41.3,27.6,17.6,14.2,7.19,22.3,26.6
3600,03/13/2022,21.9,12.4,8.99,22.8,20.9,16.8,0.57,22.4,23.7
4400,03/13/2022,8.72,-9.34,-40.9,17,20.6,9.14,-24.4,22.4,24
900,03/14/2022,26.5,24.2,25.4,20.2,29,18.4,-0.559,25.9,23.8
2500,03/14/2022,21.1,10.2,2.66,21.7,17.7,22.4,7.53,19.3,21.2
3400,03/14/2022,22.8,17.9,43.9,28.7,17.8,15.8,6.49,22.6,27.1
3600,03/14/2022,21.8,12.4,10.7,23.2,21.2,18.2,-3.3,23.1,24.7
4400,03/14/2022,5.84,-7.83,-57.7,20.7,21,-5.86,-24.7,24.2,27.1
900,03/15/2022,28.9,26.4,31,22.1,31,23.2,-3.37,28.1,26.1
2500,03/15/2022,20.7,10.6,3.74,21.5,16.9,23.8,0.359,19.5,22.3
3400,03/15/2022,22.4,18.6,41,28.4,17.6,14.1,6.24,22.4,26.9
3600,03/15/2022,21.2,11.7,13,23.1,20.7,16.5,-5.45,23.1,25.1
4400,03/15/2022,6.06,-8.8,-50.8,22.2,23.8,-2.88,-22,24.9,26.1
900,03/16/2022,30.1,28.1,32.3,26.2,33.8,25,-7.45,31.4,29.7
2500,03/16/2022,21.8,11.5,9.28,25.2,18.6,18.6,-4.09,22.8,27.2
3400,03/16/2022,23.4,19.9,41.8,30,19.3,13.6,4.85,24.1,28.6
3600,03/16/2022,22.2,13,17.8,25.8,22.1,16.4,-4.31,24.9,27.1
4400,03/16/2022,5.65,-10.6,-48.7,25.4,24,-12.7,-25.1,25.1,26.4
900,03/17/2022,28.2,28.5,31,24,32.2,23.6,-10.4,29,26.8
2500,03/17/2022,21,10.9,13.6,23.9,17.4,18.2,-0.754,21.2,25.4
3400,03/17/2022,22,19.2,42.4,27.8,17.4,13.2,0.39,22.7,27.5
3600,03/17/2022,21,12.5,17.3,22.8,20.5,14.4,-6.21,22.9,24.8
4400,03/17/2022,4.1,-12.7,-42.2,25.2,22.4,-27.3,-32.8,24.4,26.8
900,03/18/2022,26.9,27.8,37.5,22.8,28.6,27.1,-13.6,27.2,26.3
2500,03/18/2022,21.3,12.1,17,24.3,15.6,19.3,-3.81,20.9,26.6
3400,03/18/2022,21.4,20.1,45,27.2,14.6,13.1,1.6,21.6,27.9
3600,03/18/2022,20.5,13.1,18,21.4,17.3,14.1,-9.53,21.1,24.2
4400,03/18/2022,4.64,-10.6,-55.7,23,20.7,-18.7,-30,21.3,22.4
900,03/19/2022,28.2,29.2,34.1,26.6,30.5,24.2,-8.89,29.5,28.9
2500,03/19/2022,23.2,13.9,24.2,27.6,17.1,24,-1.62,24.7,32.6
3400,03/19/2022,23.2,22.8,48.3,31.2,16.7,11.8,0.916,25.7,33.7
3600,03/19/2022,22,14.1,19,23.9,19.2,16.4,-7.81,24,27.9
4400,03/19/2022,3.61,-9.39,-58.1,21,21,-31.6,-37.2,19.6,19.2
900,03/20/2022,26.6,28.6,30.2,24.9,29.6,21.5,-7.36,28.3,27.5
2500,03/20/2022,22.9,14.4,21.4,28.3,16.5,22.4,0.18,24.7,33.1
3400,03/20/2022,22.6,22.8,47.3,29.9,16.1,13.4,0.216,25.6,34
3600,03/20/2022,22.4,14.7,18.2,23.8,18.9,19.9,-6,24.5,29.1
4400,03/20/2022,0.615,-11.1,-50.6,19.7,20.1,-26.8,-40.4,17.5,16
900,03/21/2022,26.7,27.9,23.2,27.6,29.8,23.1,-9.91,29.4,29.3
2500,03/21/2022,22.2,14.9,19.9,27.7,16.4,23.1,-0.807,24.7,33.4
3400,03/21/2022,22.6,22.4,43.3,30.3,16.6,14.4,-0.792,26.2,34.7
3600,03/21/2022,22.2,15,20.4,26.2,18.9,19.3,-8.94,25.1,30.2
4400,03/21/2022,3.07,-13.9,-27.3,24.9,20.3,-33,-35.4,17.5,16
900,03/22/2022,25.6,26.5,22.3,27.8,30.4,18.6,-9.24,29.1,28.4
2500,03/22/2022,23.5,16.2,20.4,31,17.4,27,-1.81,26.4,35.7
3400,03/22/2022,22.1,21.2,45.5,31,16.3,15.5,-3.33,26.5,35.4
3600,03/22/2022,22.9,15.8,18,27.7,19.1,22,-6.86,25.7,31.1
4400,03/22/2022,4.02,-13.9,-42.9,28.6,17.3,-42.4,-47.3,24.5,31.3
900,03/23/2022,25.2,24.7,22.6,25.3,30.5,19.7,-7.56,28.8,27.7
2500,03/23/2022,22.5,14.1,16,31.1,16.9,30.9,-4.67,25.4,34.3
3400,03/23/2022,21.8,20.6,45.9,31,15.8,18.7,-3.05,26.4,35.6
3600,03/23/2022,22,16.1,16.6,25.4,18.8,21.3,-7.3,24.8,29.7
4400,03/23/2022,3.27,-14.8,-50.9,24.7,16.7,-41.8,-46,21.6,26
900,03/24/2022,23.6,23.9,21.6,24.7,27.9,18.2,-5.48,27.9,28
2500,03/24/2022,20.2,11.4,13.7,30,15.5,32.3,-6.23,23.5,31.7
3400,03/24/2022,21.2,19.3,44.2,31.7,15.4,17.4,-1.05,26.1,35.5
3600,03/24/2022,21.7,14.7,16.5,26.5,18.2,23.9,-5.76,24.9,30.3
4400,03/24/2022,2.66,-12.7,-41.2,20.9,15.3,-42.6,-43.8,18.6,21.7
900,03/25/2022,24.4,23.7,14,26.3,28.5,20,-5.57,28.1,28
2500,03/25/2022,18.3,10.7,6.02,31.3,16.1,28.1,-7.85,21.7,27.6
3400,03/25/2022,21.4,18.2,41.4,32.3,16,16.9,-2.2,26.6,35.9
3600,03/25/2022,21.4,14.3,14.4,27.3,18.4,27.1,-4.28,24.7,29.8
4400,03/25/2022,1.88,-13.6,-23.3,15.9,14.1,-42,-49.2,16.6,19.1
900,03/26/2022,23.9,24,17.4,27.4,29.3,19.6,-12.4,28.1,27.4
2500,03/26/2022,16.6,10.7,-0.176,30.7,15,24.9,-5.94,18.6,22.4
3400,03/26/2022,21.2,17.7,38.5,32.8,16.5,14.8,-4.6,26.7,35.7
3600,03/26/2022,21.4,15.3,15.8,27.3,18.7,25.4,-5.15,24.4,28.9
4400,03/26/2022,3.62,-11.3,-11.2,13.2,12.9,-44.4,-44.5,16.2,19.2
900,03/27/2022,23.7,25.5,19.2,28.6,29.8,20.4,-18,28.1,27
2500,03/27/2022,15.6,11,3.93,31.8,15.7,25.6,-8.28,18,20.7
3400,03/27/2022,21,17.2,39.3,34,17.2,13.9,-5.57,26.9,35.4
3600,03/27/2022,20.6,15.2,17.9,26.8,18.4,22.4,-5.85,23.8,28.1
4400,03/27/2022,5.95,-12.3,-1.97,12.9,13.1,-46.2,-38.4,18.7,23.7
900,03/28/2022,22.8,25.5,17.7,24.8,30.1,18.4,-16.8,27,25.1
2500,03/28/2022,15.6,11.2,2.59,31.7,15.8,23.8,-10.1,17.8,20
3400,03/28/2022,20.3,17.3,38.9,32.6,17.1,14.6,-6.09,25.6,33.1
3600,03/28/2022,19.8,14.3,12.6,24.4,18.4,22.9,-3.7,23,26.6
4400,03/28/2022,4.21,-11.5,-6.84,4.29,11.6,-38.6,-38.8,15.8,19.6
900,03/29/2022,20.7,23.9,14.4,23.1,28.4,15.2,-18.3,25,22.8
2500,03/29/2022,15,10.6,-0.406,30.6,15.4,19.3,-6.45,17.2,19.3
3400,03/29/2022,19.9,17.4,35.5,31.6,17.2,15.3,-4.93,24.7,31.3
3600,03/29/2022,18.6,14,11.4,22.7,18.8,19,-6.57,21.8,24.2
4400,03/29/2022,1.83,-12.7,-2.41,3.95,14.4,-33.9,-25.3,10.3,7.71
900,03/30/2022,21.3,25.7,12.9,24.4,30.9,13,-15.3,26,22.9
2500,03/30/2022,15.4,11.8,-2.51,30.2,16.5,19,-7.02,17.5,18.8
3400,03/30/2022,20.4,17.5,35.3,31.6,18.7,15,-2.24,25.3,31.2
3600,03/30/2022,18.9,13.1,10.2,24,19.5,18.3,-5.59,22.6,25
4400,03/30/2022,5.87,-9.11,5.49,7.1,15.3,-24,-29.8,17.8,20.3
900,03/31/2022,22.6,24.1,13.5,24.7,32.1,15,-15.4,26.4,22.8
2500,03/31/2022,17.5,13.9,4.8,29.8,16.9,18.3,-7.26,17.8,19
3400,03/31/2022,21.3,18.5,38.7,31,18.5,17.3,-2.41,25,30.8
3600,03/31/2022,19.3,14,8.06,24.3,19.7,15.9,-7.13,22.6,24.9
4400,03/31/2022,7.83,-10.4,-13.1,8.09,14.8,-4.24,-26.7,16.7,18.8
900,04/01/2022,22.7,23.4,15.3,24.4,32.6,13.1,-17.8,26.5,22.7
2500,04/01/2022,19.7,14.7,7.44,30,17.8,22.3,-5.97,20.1,22.8
3400,04/01/2022,21.1,19,31.9,30.4,18.8,17.1,-2.86,24.5,29.6
3600,04/01/2022,20.6,14.5,4.17,24.7,20.8,14,-2.07,24,26.4
4400,04/01/2022,8.12,-7.98,-21.8,11.6,14.9,-6.24,-28.6,18.2,21.4
900,04/02/2022,23.4,24.3,19.1,24.9,33.3,17.7,-16.4,27.5,24
2500,04/02/2022,21.2,15.5,15.1,29.8,19.8,24.6,-7.48,21.9,24.4
3400,04/02/2022,22.8,19.9,34,30.2,19.6,21.2,-1.98,25.1,30.1
3600,04/02/2022,21.5,15,5.68,25.8,22,13.5,-3.32,25.2,27.7
4400,04/02/2022,7.42,-8.23,-27.4,12.1,17.8,3.76,-34.6,21.1,24.4
900,04/03/2022,24.7,23.9,19.3,24.9,33.3,17,-13.4,27.6,24.1
2500,04/03/2022,23.3,16.7,15.2,29.9,21.4,25.6,-8.39,24.2,27.3
3400,04/03/2022,24.2,21.5,35.7,30.6,20.4,21.4,4.9,25.4,29.9
3600,04/03/2022,22.9,16.6,4.79,26.7,23.2,13.6,-2.4,26.2,28.5
4400,04/03/2022,8.04,-6.32,-27,10.5,20.7,10.3,-36.7,20.5,21
900,04/04/2022,25.4,23.8,27.2,25.9,32.9,18.9,-14.7,27.7,24.7
2500,04/04/2022,24.4,16.6,17.6,30.2,22.4,27.7,-3.62,25.5,29
3400,04/04/2022,25.1,22.3,37.3,30.4,20.2,22,8.44,25.8,30.8
3600,04/04/2022,24,17.2,8.15,27.3,23.2,12.7,1.51,26.2,28.6
4400,04/04/2022,9.81,-4.81,-28.5,9.25,23.1,13.2,-41.1,20.7,20
900,04/05/2022,27.7,25.3,27.7,27.8,34.9,23.8,-12.2,29.6,26.5
2500,04/05/2022,25.2,16.3,18.8,29,23.6,35.4,-3.35,25.4,27.5
3400,04/05/2022,26,23.5,39.8,31.5,20.7,22.4,9.27,26.7,32.2
3600,04/05/2022,25.6,18.7,9.2,29.1,23.6,16.4,4.84,27.3,30.1
4400,04/05/2022,11.2,-3.12,-17.9,9.45,21.3,21.9,-46,22.4,24.6
900,04/06/2022,26.2,23.6,29.9,24.2,33.2,22.7,-15.3,26.6,22.6
2500,04/06/2022,25.6,17.5,20.9,29.2,24.1,32.8,-0.44,25.6,27.5
3400,04/06/2022,26,23.2,42.2,31,20.1,21.1,10.5,25.9,31.1
3600,04/06/2022,25.8,18.7,10.4,28.7,23.4,18.1,4.63,26.9,29.6
4400,04/06/2022,9.22,-6.38,-7.02,8.58,22.6,5.62,-50.8,18.7,17.4
900,04/07/2022,25.4,22.4,27.9,23.1,34.1,20.8,-15.8,26.5,21.8
2500,04/07/2022,25.4,16,14.5,31,24.6,35.9,-0.797,27,29.8
3400,04/07/2022,25.1,22,38.8,30.7,19.9,19.2,12.1,24.9,29.4
3600,04/07/2022,25.5,17.6,11.5,28,23.4,18.9,5.33,26.6,29.1
4400,04/07/2022,9.05,-3.73,-2.26,6.26,22.6,1.67,-44.9,19.8,19.6
900,04/08/2022,24.4,23.2,29,21.3,33.1,22.9,-12.4,26,21.7
2500,04/08/2022,24.8,15.4,18.4,31,22.9,36.4,4.35,26.4,30.1
3400,04/08/2022,24.7,20.8,48,30.4,19.3,18.5,12.8,25,30.2
3600,04/08/2022,24.5,16.5,18,26.6,21.7,18.9,2.16,24.6,26.9
4400,04/08/2022,6.61,-7.45,0.851,5.03,24.3,17.1,-33.3,6.05,-2.77
